12,groundwork,n.,foundation,basis,footing,,"토대, 기초",Isaac Newton's writings on mathematics laid the groundwork for the development of modern calculus.,이삭 뉴턴의 수학에 관한 저술들은 현대 미적분학 발전을 위한 토대를 마련했다.,
12,trivial,adj.,small,frivolous,unimportant,insignificant,사소한,The mayor argued that the cost of the new library was trivial compared to the benefit it offered.,시장은 새 도서관에 드는 비용은 그것이 제공한 혜택과 비교하면 사소하다고 주장했다.,
12,posterity,n.,future generations,next generations,,,후대,The conservation efforts of today will help preserve the environment for posterity.,오늘날의 자연 보호 활동은 후대를 위해 환경을 보존하는 데 도움이 될 것이다.,
12,aggravate,v.,make worse,worsen,exacebate,,"악화되다, 악화시키다",Consuming alcohol and spicy food can aggravate stomach conditions.,술과 매운 음식을 먹는 것은 위 상태를 악화시킬 수 있다.,
12,obtainable,adj.,available,accessible,attainable,,얻을 수 있는,Most of the ingredients for Chinese cooking are obtainable at the supermarket.,중국 요리 재료의 대부분은 슈퍼마켓에서 얻을 수 있다.,
12,extent,n.,range,scope,stretch,,범위,The extent of topics covered during the lecture was quite diverse.,강의 동안 다루어진 주제의 범위는 꽤 다양했다.,
12,ingenious,adj.,inventive,creative,innovative,(very) clever,"기발한, 독창적인",An ingenious system of water pumps has been built to protect the city from flooding.,도시를 홍수로부터 보호하기 위해 기발한 워터 펌프 시스템이 구축되었다.,
12,burst,v.,break open,break out,,,터지다,The water pipe burst and ruined the kitchen floor.,수도관이 터져 부엌 바닥을 망쳐 놓았다.,
12,outlying,adj.,far from the center,remote,distant,,"외진, 중심에서 떨어진",The price of land is much lower in outlying areas than in the city centers.,토지의 가격은 도시 중심부보다 외진 지역에서 훨씬 더 낮다.,
12,revolve around,phr.,focus on,center on,,,~을 중심으로 돌다,Many parents feel that their lives revolve around their young children.,많은 부모들은 자신들의 삶이 그들의 어린 자녀들을 중심으로 돈다고 느낀다.,
12,meticulously,adv.,carefully,precisely,,,꼼꼼히,The project needs to be meticulously planned since the team only has four weeks to complete it.,프로젝트를 완료하기까지 4주밖에 없기 때문에 그것은 꼼꼼히 계획되어야 한다.,
12,utilitarian,adj.,practical,pragmatic,functional,,실용적인,The factory is very utilitarian in design.,그 공장은 디자인 면에서 매우 실용적이다.,
12,constitute,v.,make up,comprise,compose,,구성하다,Several different ethnic groups constitute the population of Malaysia.,몇몇 서로 다른 민족 집단들이 말레이시아 인구를 구성한다.,
12,reciprocal,adj.,mutual,,,,상호 간의,"Though the two authors had different ideas about the same subject, they had a reciprocal respect.","두 저자가 같은 주제에 대해 서로 다른 생각을 가졌음에도 불구하고, 그들은 상호 간의 존중이 있었다.",
12,tendency,n.,inclination,trend,proneness,,경향,There has been a recent tendency among teachers to give more lenient punishments.,최근 교사들 사이에서 더 관대한 처벌을 내리는 경향이 있다.,
12,artifact,n.,object,item,article,,인공 유물,The archaeologist discovered the artifact 2.5 meters below the ground.,그 고고학자는 지면의 2.5미터 아래에서 인공 유물을 발견했다.,
12,expedite,v.,accelerate,speed up,major urge,rush,"신속히 처리하다, 촉진시키다","To expedite the passport renewal process, applicants must pay an additional fee.",여권 갱신 과정을 신속히 처리하기 위해서 신청자들은 추가 비용을 지불해야만 한다.,
12,scenario,n.,situation,sequence of events,,,(사건의) 시나리오,Comedians often use everyday scenarios to appeal to the audience.,코미디언들은 종종 관객들의 관심을 끌기 위해 일상적인 시나리오를 이용한다.,
12,define,v.,identify,,,,분명히 하다,"In 2006, the International Astronomical Union defined the difference between planets and dwarf planets.",2006년에 국제 천문학 연합은 행성과 왜소행성의 차이를 분명히 했다.,
12,propulsion,n.,moving forward,thrust,impetus,,"추진, 추진력","Before motors were invented, wind was used as the means of propulsion for ships.",전동기가 발명되기 전에는 바람이 선박의 추진 수단으로 사용되었다.,
12,resolute,adj.,firm,determined,steadfast,unwavering,확고한,"Without a resolute commitment to stop illegal hunting, the tiger's future is in danger.",불법 사냥을 막기 위한 확고한 약속 없이는 호랑이의 미래가 위험에 처해 있다.,
12,phase,n.,period,stage,step,,"시기, 단계",The first phase of construction on the fort was completed before the War of 1812.,요새 건축의 첫 번째 단계는 1812년 전쟁 전에 완료되었다.,
12,fairly,adv.,reasonably,moderately,pretty,,꽤,Mr. Caldwell arrives fairly early at work to read the newspaper before the staff arrives.,Caldwell 씨는 직원들이 도착하기 전에 신문을 읽기 위해 회사에 꽤 일찍 출근한다.,
12,fairly,adv.,impartially,,,,공정하게,Judges are expected to conduct all cases fairly.,판사들은 모든 사건을 공정하게 처리하도록 요구받는다.,
13,merely,adv.,simply,only,no more than,just,단지,"The man merely wanted to buy a bottle of water, but the store was already closed.","그 남자는 단지 물 한 병을 사고 싶었지만, 상점은 이미 닫혀있었다.",
13,decimate,v.,destroy,eliminate,wipe out,demolish,"(많은 사람을) 죽이다, 파괴하다",The Black Plague decimated the population in Europe.,흑사병은 유럽의 많은 사람들을 죽였다.,
13,incentive,n.,motivation,motive,encouragement,inducement,"동기, 자적","The prize for first place was a new car, so contestants had a large incentive to win.",우승 상품이 새 승용차였기 때문에 시합 참가자들에게는 이겨야 하는 큰 동기가 있었다.,
13,retrieve,v.,bring back,get back,recover,obtain,되찾다,The police officers retrieved the stolen money from the thief's hiding place.,경찰관은 절도범의 은신처에서 도난당한 돈을 되찾았다.,
13,compress,v.,condense,compact,contract,crush,압축하다,The machine compresses old cars into blocks of scrap metal.,그 기계는 낡은 차들을 고철 덩어리로 압축시킨다.,
13,designate,v.,indicate,identify,specify,define,명시하다,The statue designates where the famous speech took place.,그 조각상은 그 유명한 연설이 어디에서 일어났는지 명시한다.,
13,dissemination,n.,spread,distribution,diffusion,,"보급, 유포",The dissemination of scientific knowledge changed human society.,과학적 지식의 보급은 인간 사회를 변화시켰다.,
13,marked,adj.,noticeable,considerable,prominent,discernible,"두드러진, 현저한",Mental illness can be difficult to diagnose because symptoms are not always marked.,정신 질환은 증상이 항상 두드러지는 것은 아니기 때문에 진단하기 어려울 수 있다.,
13,hypothetical,adj.,supposed,imaginary,,,"가상의, 가정의",Physicists accept the existence of hypothetical particles in space to make their theories plausible.,물리학자들은 그들의 이론을 그럴듯하게 만들기 위해서 우주의 가상 입자의 존재를 받아들인다.,
13,flow,n.,stream,current,movement,motion,"흐름, 이동","After the accident was finally cleared by the tow truck, the flow of traffic improved.","사고가 마침내 견인차에 의해 정리되고 나자, 교통의 흐름이 나아졌다.",
13,precise,adj.,exact,accurate,definite,,정확한,The investigators will look into the precise details of the airplane crash.,수사관들은 비행기 추락의 정확한 세부 사항들을 조사할 것이다.,
13,stipulate,v.,require,demand,call for,,(조건으로서) 요구하다,The contract stipulates that employees report to work at 9 a.m. from Monday to Friday.,그 계약서는 직원들이 월요일부터 금요일까지 오전 9시에 출근하는 것을 요구한다.,
13,perspective,n.,point of view,viewpoint,orientation,,관점,The data provides a fascinating new perspective on the pattern of industrial development.,그 자료는 산업 발달의 유형에 대한 흥미로운 새 관점을 제시한다.,
13,enhance,v.,improve,enrich,intensify,,향상시키다,The invention of the telegraph enhanced the speed of communication.,전보의 발명은 통신의 속도를 향상시켰다.,
13,fundamental,adj.,essential,basic,primary,elementary,"근본적인, 기본적인",Math and science are fundamental subjects that every student must learn.,수학과 과학은 모든 학생이 배워야만 하는 기본적인 과목이다.,
13,evident,adj.,clear,apparent,obvious,manifest,분명한,The presence of cycles in history is evident when studying later Mesopotamia.,후기 메소포타미아를 공부하면 역사에 주기가 존재한다는 것이 분명해진다.,
13,shift,v.,move,transfer,change,switch,"옮기다, 바꾸다",The chief executive decided to shift production to another factory.,최고 경영자는 생산을 다른 공장으로 옮기기로 결정했다.,
13,unique among,phr.,different from other,,,,~중에서 유일무이한,"Because of its ability to catch insects, the Venus flytrap is unique among plants.",곤충을 잡는 능력 때문에 파리지옥풀은 식물 중에서 유일무이하다.,
13,full-fledged,adj.,well-developed,full-blown,,,완전히 발달한,"Tina started selling her art as a hobby, but it soon turned into a full-fledged business.","Tina는 취미로 자신의 작품을 팔기 시작했지만, 그것은 곧 완전히 발달한 사업이 되었다.",
13,laborious,adj.,difficult,strenuous,,,"인내를 요하는, 힘든",It took Michelangelo four years of laborious painting to finish the Sistine Chapel Ceiling.,미켈란젤로가 시스티나 예배당 천장을 완성하는 데 4년 동안의 인내를 요하는 그림 작업이 필요했다.,
13,emit,v.,give off,exhale,release,discharge,"내뿜다, 방출하다",In the fireplace was a red-hot fire which emitted a small amount of smoke.,벽난로 안에는 소량의 연기를 내뿜는 작열하는 난롯불이 있었다.,
13,stunning,adj.,amazing,impressive,breathtaking,spectacular,놀랄 만큼 멋진,The Hubble Space Telescope can capture stunning images of distant galaxies.,허블 우주 망원경은 멀리 있는 은하계의 놀랄 만큼 멋진 모습을 담아낼 수 있다.,
13,tantalizing,adj.,tempting,enticing,,,흥미를 돋우는,Credit card information is a tantalizing target for hackers and other cybercriminals.,신용카드 정보는 해커들과 다른 사이버 범죄자들의 흥미를 돋우는 표적이다.,
13,tantalizing,adj.,teasing,,,,감질나는,"Although the food was not ready, the hungry guests could smell the tantalizing aromas from the kitchen.","음식이 다 준비되지 않았음에도 불구하고, 배고픈 손님들은 부엌에서 나는 감질나는 냄새를 맡을 수 있었다.",
13,abandoned,adj.,no longer occupied,deserted,vacant,,버려진,The abandoned site of Machu Picchu in Peru was rediscovered in 1911.,페루의 버려졌던 마추픽추 유적은 1911년에 재발견되었다.,
13,transmit,v.,convey,communicate,send,,전하다,Samuel Morse first transmitted a message by telegraph in 1844.,새뮤얼 모스는 1844년에 처음으로 전보로 메시지를 전했다.,
13,candidly,adv.,honestly,frankly,plainly,,솔직히,The author candidly answered the questions during the interview.,그 저자는 인터뷰 동안 질문에 솔직히 답변했다.,
13,compulsorily,adv.,by requirement,obligatorily,mandatorily,,의무적으로,Taxes are compulsorily paid to the government by all residents of a country.,세금은 국가의 모든 거주자들에 의해 정부에 의무적으로 납부된다.,
13,aid,v.,assist,support,help,back,돕다,"For her volunteer work, Catherine aided elderly patients in a nursing home.",Catherine은 봉사 활동으로 요양원에서 나이가 지긋한 환자들을 도왔다.,
13,deliberation,n.,discussion,debate,conference,,토의,"After a long deliberation, the jury announced its decision in the murder trial.",긴 토의 끝에 배심원단은 살인 사건 공판에 대한 자신들의 결정을 발표했다.,
13,preposterous,adj.,unbelievable,absurd,nonsensical,,터무니없는,The once popular theory regarding the existence of intelligent life on Mars now seems preposterous.,한때 인기 있던 화성의 지적 생명체의 존재에 관한 설은 이제 터무니없어 보인다.,
13,sparse,adj.,scattered,thinly distributed,,,드문드문한,Houses are sparse throughout the desolate region.,집들이 황량한 지역 도처에 드문드문 있다.,
13,sparse,adj.,scanty,meager,scarce,limited,"부족한, 결핍된",The sailor survived several weeks in a lifeboat with only sparse provisions.,그 선원은 부족한 식량만으로 구명정에서 몇 주를 생존했다.,
13,occasionally,adv.,once in a while,now and then,sometimes,,가끔,The Kilauea volcano in Hawaii occasionally erupts and releases lava into the surrounding area.,하와이의 킬라우에아 화산은 가끔 분화하여 주변 지역에 용암을 방출한다.,
13,inconceivable,adj.,unthinkable,unimagined,,,상상도 할 수 없는,Exploring outer space was once considered inconceivable.,우주 공간을 탐사하는 것은 한때 상상도 할 수 없다고 여겨졌다.,
13,breeding,n.,reproduction,propagation,,,번식,The breeding of pandas in captivity is rare.,사육 상태에서 판다의 번식은 드물다.,
13,overriding,adj.,dominant,chief,principal,,가장 중요한,Water quality is the overriding concern in many developing countries.,많은 개발도상국에서 수질은 가장 중요한 관심사이다.,
13,favor,v.,prefer,lean toward,,,더 좋아하다,"Although many people enjoy the excitement of cities, some people favor the quiet life of the country.","많은 사람들이 도시의 흥분을 즐기지만, 어떤 사람들은 전원의 조용한 삶을 더 좋아한다.",
13,sediment,n.,remains,deposition,,,침전물,"As wine ages, sediment collects at the bottom of the bottle.","와인이 숙성되면서, 침전물이 병의 바닥에 쌓인다.",
13,clever,adj.,ingenious,smart,brilliant,bright,영리한,Solar power is a clever solution to the problem of dwindling fossil fuel reserves.,태양열 발전은 줄어들고 있는 화석 연료 매장량 문제에 대한 영리한 해결책이다.,
13,consistently,adv.,regularly,typically,unchangingly,,일관되게,Hawks consistently return to the same place to breed year after year.,매는 번식하기 위해 매년 일관되게 같은 장소로 돌아간다.,
13,rate,v.,judge,assess,evaluate,,평가하다,"In the art contest, six different art teachers will rate the entries of the participants before choosing a winner.",미술 대회에서는 6명의 다른 미술 교사들이 우승자를 선정하기 전에 참가자들의 작품을 평가할 것이다.,
13,predominate,v.,outweigh,prevail,,,,우세하다,Service-related companies now predominate in a town that was once known for its manufacturing companies.,한때 제조업 회사들로 알려졌던 도시에서 이제는 서비스 관련 기업들이 우세하다.
13,predominate,adj.,most popular,,,,"지배적인, 우세한",Reality shows have been the predominate format for TV shows in recent years.,리얼리티 쇼는 최근 몇 년간 지배적인 형식의 텔레비전 프로그램이었다.,
13,realize,v.,be aware of,understand,catch on,,"깨닫다, 이해하다",Einstein realized that there were problems with Newton's law of gravity.,아인슈타인은 뉴턴의 중력 법칙에 문제가 있다는 것을 깨닫게 되었다.,
13,realize,v.,achieve,accomplish,fulfill,,"달성하다, 실현하다",It often takes several years for new businesses to realize a profit.,새로운 사업이 수익을 달성하는 데는 종종 수년이 걸린다.,
13,circuitous,adj.,indirect,roundabout,,,우회하는,The path up the mountain was circuitous and took five hours to hike.,산으로 올라가는 길은 우회로여서 하이킹하는 데 5시간이 걸렸다.,
13,owing to,prep.,due to,because of,as a result of,,~ 때문에,The government had to introduce new economic reforms owing to the recession.,불경기 때문에 정부는 새로운 경제 개혁을 시작할 수밖에 없었다.,
13,model,n.,specimen,prototype,example,,견본,Some treatments that have worked in the rat model have also been successful in humans.,쥐를 견본으로 하여 성공했던 몇몇 치료법은 인간에게서도 성공적이었다.,
13,with respect to,phr.,with regard to,in terms of,in reference to,,~에 관하여,The Middle East plays an important role with respect to global energy security.,중동은 세계의 에너지 안보에 관하여 중요한 역할을 한다.,
13,continuous,adj.,uninterrupted,ongoing,unceasing,consecutive,계속되는,The continuous noise from the construction site bothered the area's residents.,건설 현장에서 나는 계속되는 소음이 그 지역의 주민들을 괴롭혔다.,
13,collaborate,v.,cooperate,put effort together,work together,,협력하다,The high school collaborated with the public library to make the fair a great success.,그 고등학교는 박람회를 큰 성공으로 이끌기 위해 공공 도서관과 협력했다.,
13,anonymous,adj.,unknown,unnamed,unidentified,innominate,"익명의, 신원 불명의",Nancy was grateful to an anonymous reader for some helpful comments.,Nancy는 몇 가지 유용한 의견을 준 익명의 독자에게 고마워했다.,
13,somewhat,adv.,to some degree,to some extent,rather,,어느 정도,The global unemployment rate has improved somewhat since the financial crisis.,전 세계의 실업률은 금융 위기 이후부터 어느 정도 나아졌다.,
13,damaging,adj.,harmful,detrimental,noxious,,해로운,Skin cancer can result from the damaging effects of the sun.,피부암은 태양의 해로운 영향 때문에 일어날 수 있다.,
13,dramatically,adv.,greatly,substantially,remarkably,,"극적으로, 몹시",John's personality has changed dramatically over the past few years.,John의 성격은 지난 몇 년 동안 극적으로 바뀌었다.,
13,heighten,v.,increase,intensify,,,,고조시키다,Mandy's vague excuse heightened her father's anxiety.,Mandy의 애매한 변명이 아버지의 걱정을 고조시켰다.
13,share,n.,portion,part,allotment,,몫,Bob's roommate was constantly late with his share of the rent.,Bob의 룸메이트는 집세 중 자신의 몫을 빈번히 늦게 냈다.,
13,shortly,adv.,soon,presently,,,곧,"Mr. Jones is currently out of the office because of a business lunch, but he will be back shortly.","Jones 씨는 사업상의 점심 식사 때문에 지금 사무실에 없지만, 곧 돌아올 것이다.",
13,besides,adv.,in addition,moreover,,,게다가,"Tom has the most experience for the job. Besides, he is very charismatic.","Tom은 그 일에 가장 경험이 많다. 게다가, 그는 카리스마까지 풍부하다.",
13,besides,prep.,apart from,,,,외에,There was nothing in the safe besides a few old documents.,금고 안에는 몇 개의 낡은 문서 외에 아무것도 없었다.,
13,seep,v.,ooze,flow slowly,pass through slowly,,스며 나오다,The gas seeped throughout the entire building before anyone noticed the leaking valve.,누군가 밸브가 새는 것을 알아채기도 전에 가스가 건물 전체에 스며 나왔다.,
13,habit,n.,usual behavior,custom,practice,,습관,Harry's little sister has a habit of biting her fingernails.,Harry의 여동생은 손톱을 물어뜯는 습관이 있다.,
13,lethal,adj.,deadly,dangerous,fatal,pernicious,치명적인,The black mamba is one of the world's most lethal snakes.,검은 맘바는 세상에서 가장 치명적인 뱀 중 하나이다.,
14,modest,adj.,small,not large,limited,simple,"그리 크지 않은, 수수한","The apartment Janet lives in is a modest one, but it satisfies her needs.","Janet이 사는 아파트는 그리 크지 않은 곳이지만, 그녀의 필요를 충족시킨다.",
14,component,n.,element,constituent,ingredient,part,구성 요소,Nitrogen is one of the major components of the air humans breathe.,질소는 인간이 숨을 쉬는 공기의 주요 구성 요소 중 하나이다.,
14,exploitation,n.,use,abuse,misuse,,"(부당한) 이용, 착취",The Keating-Owen Act of 1916 was an early attempt to address the exploitation of child labor.,1916년의 키팅-오웬 법은 아동 노동력의 착취에 대해 다루려던 초기 시도였다.,
14,relic,n.,remains,remnant,vestige,,"유물, 나머지","In the jungle, archaeologists uncovered pottery and other relics from an ancient civilization.",고고학자들은 정글에서 고대 문명의 도자기와 다른 유물들을 발굴했다.,
14,profoundly,adv.,deeply,completely,strongly,,대단히,The death of the popular king profoundly affected the emotions of his subjects.,그 인기 있던 왕의 죽음은 국민들의 감정에 깊이 영향을 미쳤다.,
14,deflect,v.,change the direction of,divert,,,방향을 바꾸다,Barriers were erected to deflect traffic away from the construction site.,공사 현장으로부터 차량의 방향을 바꾸기 위해 장벽이 설치되었다.,
14,highlight,v.,emphasize,stress,underline,accent,강조하다,The burglary highlighted the company's need to upgrade its security system.,절도 사건은 회사가 보안 체계를 개선해야 할 필요성을 강조했다.,
14,exert,v.,apply,exercise,employ,put forth,"(힘, 능력 등을) 가하다, 행사하다",Oil drills exert a tremendous amount of force and can easily break through hard rock.,석유 시추 착암기는 엄청난 양의 힘을 가해서 단단한 암석도 쉽게 뚫고 나아갈 수 있다.,
14,potential,adj.,possible,prospective,latent,,잠재적인,Chameleons change color to blend into the background when they detect a potential predator nearby.,카멜레온은 가까이에 있는 잠재적인 포식자를 감지하면 배경과 섞이기 위해서 색을 바꾼다.,
14,potential,n.,possibility,,,,가능성,The potential for lightning to strike the same location twice is small.,번개가 같은 장소에 두 번 내리칠 가능성은 적다.,
14,recurring,adj.,repeated,recurrent,,,되풀이되는,Darcy had to see a therapist because he kept having recurring nightmares about drowning.,Darcy는 익사에 관한 되풀이되는 악몽을 계속 꾸어서 치료사의 진찰을 받아야 했다.,
14,meager,adj.,scanty,scarce,very low,deficient,"불충분한, 빈약한",Lincoln's meager education aroused his desire to learn.,링컨의 불충분한 교육은 그의 배우고자 하는 열망을 자극했다.,
14,prevail,v.,be dominant,dominate,be widespread,be prevalent,"널리 퍼지다, 우세하다","In Alaska's cold and harsh climate, evergreen trees such as spruce prevail.",알래스카의 춥고 혹독한 기후에서는 전나무와 같은 상록수가 널리 퍼져있다.,
14,prevail,v.,triumph,,,,이기다,The young candidate unexpectedly prevailed in the mayoral election.,그 젊은 입후보자는 시장 선거에서 예상 외로 이겼다.,
14,exclusively,adv.,solely,only,entirely,total,"오로지, 전적으로",The St. Patrick's Day party was an exclusively Irish affair.,성 패트릭의 날 축제는 오로지 아일랜드인들만의 행사였다.,
14,consensus,n.,agreement,consent,,,"합의, 일치","After a long meeting, the two sides were finally able to reach a consensus.",오랜 회의 끝에 양측은 마침내 합의에 도달할 수 있었다.,
14,now and then,phr.,occasionally,from time to time,at times,,가끔,"Nicholas rarely eats meat, but he eats seafood now and then.",Nicholas는 고기는 거의 먹지 않지만 해산물은 가끔 먹는다.,
14,discrete,adj.,separate,distinct,individual,,"별개의, 분리된",Researchers have found that many newly married couples keep their money in discrete accounts.,연구원들은 많은 신혼부부들이 그들의 돈을 별개의 계좌에 보관한다는 것을 발견했다.,
14,anchor,v.,hold in place,secure,fasten,,고정시키다,The panel was firmly anchored by two large bolts.,그 판은 두 개의 커다란 볼트로 단단히 고정되었다.,
14,improbable,adj.,unlikely,implausible,doubtful,,있음직하지 않은,Winning the lottery is highly improbable.,복권에 당첨되는 것은 매우 있음직하지 않다.,
14,pragmatic,adj.,practical,utilitarian,,,실용적인,The politician promised to take a pragmatic approach to governance rather than strictly follow his party's ideology.,그 정치인은 정당의 이념을 엄격히 따르기보다는 통치에 실용적인 접근 방식을 취하기로 약속했다.,
14,undisputed,adj.,acknowledged,accepted,recognized,,모두가 인정하는,Sir Isaac Newton is the undisputed father of modern optics.,아이작 뉴턴 경은 모두가 인정하는 현대 광학의 아버지이다.,
14,allocation,n.,distribution,assignment,allotment,,"할당, 배분",The allocation of funds is a challenge for any government.,자금의 배분은 어느 정부에나 난제이다.,
14,inconclusive,adj.,not definitive,indecisive,,,결정적이지 않은,Doctors ordered a second test since the results of the first test were inconclusive.,첫 번째 검사 결과가 결정적이지 않았기 때문에 의사들은 두 번째 검사를 지시했다.,
14,withstand,v.,endure,resist,sustain,,견디다,His mother doesn't think Bill is capable of withstanding hardship for long.,Bill의 어머니는 그가 오랫동안 고난을 견딜 수 있으리라고 생각하지 않는다.,
14,cornerstone,n.,foundation,basic element,basis,underpinning,"토대, 기초",The cornerstone of a healthy relationship is honest communication.,건강한 관계의 토대는 솔직한 의사 소통이다.,
14,marvelous,adj.,wonderful,astonishing,amazing,,"놀라운, 신기한",It's really marvelous what modern medicine can do to relieve the pain of patients.,현대 의학이 환자들의 고통을 경감시키기 위해 할 수 있는 일은 정말 놀랍다.,
14,clue,n.,information,indication,evidence,trace,"단서, 실마리","Because the painting was not signed, experts originally had no clue about who painted it.",그 그림은 서명되어 있지 않았기 때문에 전문가들은 처음부터 누가 그것을 그렸는지에 대한 단서를 찾을 수 없었다.,
14,unintentionally,adv.,inadvertently,accidentally,unconsciously,,의도치 않게,Helen expressed her regret to Tommy even though she had damaged his car unintentionally.,"의도치 않게 Tommy의 차를 망가뜨렸던 것이긴 했지만, Helen은 그에게 유감의 뜻을 표했다.",
14,peak,n.,height,pinnacle,summit,maximum,"정점, 최고조",The flu season is expected to reach its peak in late January.,독감철이 1월 말에 정점을 찍을 것으로 예상된다.,
14,continual,adj.,constant,incessant,ceaseless,,끊임없는,Doris finally got a refund for the faulty microwave after making continual complaints.,Doris는 끊임없는 항의를 한 끝에 마침내 결함이 있는 전자레인지를 환불받았다.,
14,thorough,adj.,complete,exhaustive,intensive,,철저한,A thorough proofreading is done on each issue of the magazine before it is sent to the printers.,잡지가 인쇄소로 보내지기 전에 각 호에 대해 철저한 교정이 이루어진다.,
14,accurate,adj.,precise,correct,exact,TRUE,정확한,The movie was praised for giving an accurate depiction of what happens in a war.,그 영화는 전쟁에서 어떤 일이 일어나는지에 대해 정확한 묘사를 한 것으로 칭찬받았다.,
14,mobilize,v.,put into action,deploy,,,동원하다,"To prepare for any possible hostilities to come, the military was mobilized.",앞으로 있을지 모르는 가능한 어떤 전투에도 대비하기 위해 군대가 동원되었다.,
14,given that,phr.,accepting that,considering that,,,~을 고려하면,"Given that dogs are descendants of wolves, it is not surprising that they look similar.","개가 늑대의 후손이라는 점을 고려하면, 그들이 비슷하게 생겼다는 것은 놀랍지 않다.",
14,cargo,n.,shipment,load,freight,burden,"화물, 짐",The sailors unloaded the cargo from the ship.,선원들은 배에서 화물을 내렸다.,
14,solitary,adj.,isolated,secluded,remote,,외딴,The neighborhood kids made it a Halloween tradition to visit the solitary house on the hill.,이웃집 아이들은 언덕 위의 외딴 집을 방문하는 것을 할로윈 전통으로 만들었다.,
14,solitary,adj.,alone,lonely,,,외로운,The poet lived a solitary life in a cabin by the lake.,그 시인은 호숫가 오두막에서 외로운 삶을 살았다.,
14,slightly,adv.,a little,somewhat,a bit,,약간,This year's bar exam was slightly harder than the one last year.,올해 변호사 시험은 지난해 시험보다 약간 더 어려웠다.,
14,deliberately,adv.,intentionally,consciously,on purpose,,"일부러, 고의로",The teacher deliberately used simple terms to explain the complex concept to the students.,그 교사는 복잡한 개념을 학생들에게 설명하기 위해 일부러 간단한 용어를 사용한다.,
14,unthinkable,adj.,inconceivable,unimagined,,,상상도 할 수 없는,It seems unthinkable that people once worked and studied without using the Internet.,사람들이 한때 인터넷을 사용하지 않고 일하고 공부했다는 것은 상상도 할 수 없는 것처럼 보인다.,
14,coinage,n.,creation,innovation,,,"신조어, 화폐 주조",The online community has added several coinages to the English language.,온라인 커뮤니티는 영어에 여러 개의 신조어들을 추가시켜 왔다.,
14,obligation,n.,responsibility,duty,liability,,"책임, 의무","In Israel, it is the obligation of all citizens to serve in the military.",이스라엘에서는 군대에서 복무하는 것이 모든 국민들의 의무이다.,
14,reconcile,v.,bring together,reunite,,,"화해시키다, 조화시키다",The international mediator attempted to reconcile the two countries.,국제적 중재기관은 두 국가를 화해시키려고 시도했다.,
14,severe,adj.,harsh,extreme,rigorous,strict,"엄한, 격렬한",The schoolmaster firmly believed in severe disciplinary measures.,그 교장은 엄한 징계가 옳다고 굳게 믿었다.,
14,foremost,adj.,most respected,most important,preeminent,supreme,"으뜸가는, 가장 중요한",Colin Powell is considered by many to be the foremost African-American government official in US history.,많은 사람들에게 콜린 파월은 미국 역사에서 으뜸가는 아프리카계 미국인 정부 관료로 여겨진다.,
14,surge,v.,increase,rise,wax,,"급증하다, 치솟다","After the country hosted its first World Cup, interest in soccer among the local population surged.",그 나라가 처음으로 월드컵을 개최한 이후에 지역 주민들 사이에서 축구에 대한 관심이 급증했다.,
14,hasten,v.,accelerate,rush,hurry,speed up,재촉하다,"The Great Depression hastened the development of social services, such as social security.",대공황은 사회보장연금과 같은 사회 복지 사업의 발전을 재촉했다.,
14,tentatively,adv.,without certainty,uncertainly,hesitantly,,"머뭇거리며, 일시적으로",Jack often speaks tentatively in meetings because he lacks confidence.,Jack은 자신감이 부족하기 때문에 종종 회의에서 머뭇거리며 말한다.,
14,scorn,v.,ridicule,disdain,sneer,despise,"비웃다, 경멸하다",Henry was tired of being scorned by his classmates because of his height.,Henry는 키 때문에 반 친구들에게 비웃음을 당하는 것에 진절머리가 났다.,
14,throughout,prep.,during every part of,during the whole of,,,~ 동안 내내,"The amusement park is open throughout the year, even in the winter.","그 놀이공원은 1년 내내 개장하는데, 심지어 겨울에도 연다.",
14,pitfall,n.,difficulty,trouble,,,"위험, 어려움",A sudden downturn in the stock market is one of the pitfalls of investing.,주식 시장의 갑작스런 하락세는 투자의 위험 중 하나이다.,
14,coupled with,phr.,together with,combined with,,,~과 결합된,A lack of exercise coupled with a high-calorie diet can lead to obesity.,고칼로리 식단과 결합된 운동의 부족은 비만에 이르게 할 수 있다.,
14,huge,adj.,enormous,large,massive,mammoth,거대한,The French owned a huge amount of land in the western part of the US during the 18th century.,18세기 동안 프랑스인들은 미국 서부의 거대한 양의 토지를 소유했었다.,
14,span,n.,duration,period,length,,기간,The paper briefly summarizes the vast problems during the war's eleven-year span.,그 논문은 11년의 전쟁 기간 동안에 있었던 방대한 문제들을 간단히 요약한다.,
14,span,v.,extend across,cover,cross,,걸치다,The Golden Gate Bridge spans a mile-wide strait that connects San Francisco Bay and the Pacific Ocean.,금문교는 샌프란시스코 만과 태평양을 연결하는 1마일 너비의 해협에 걸쳐 있다.,
14,hollow,adj.,empty,vacant,void,unfilled,속이 빈,Oil tankers are large ships that have hollow containers which can be filled with petroleum for transport.,유조선은 운송할 석유를 가득 담을 수 있는 속이 빈 컨테이너들을 가지고 있는 대형 선박이다.,
14,appreciable,adj.,significant,noticeably,considerable,,주목할 만한,"In some Amazonian villages, there is no appreciable difference between modern and ancient lifestyles.",몇몇 아마존 마을에서는 현대와 과거의 생활 방식 간에 주목할 만한 차이점이 없다.,
